YearStart,LocationAbbr,Datasource,Class,Data_Value,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Age(years),Education,Gender,Income
2019,WY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.9,35,41,2400,,,Female,
2019,CA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.2,35,37.4,10210,,,,
2019,WA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.6,31.7,39.7,756,,,,
2019,AR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.2,39.4,53.1,410,,Less than high school,,
2019,CT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,30.9,28.4,33.6,1831,55 - 64,,,
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,24.6,21,28.7,737,,,,"$15,000 - $24,999"
2019,GA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.2,37.7,46.9,1100,,,,Data not reported
2019,VT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,20.2,11.3,33.5,110,,,,
2019,NC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.2,33.7,38.7,2106,,,Female,
2019,ME,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.2,33.7,36.8,10424,,,,
2019,KS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,AK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,51.5,37,65.7,146,,,,"Less than $15,000"
2019,DC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.5,24.9,47.8,127,,,,"$25,000 - $34,999"
2019,MI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,47.5,43.7,51.3,1010,25 - 34,,,
2019,WA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,23.4,21.2,25.7,2379,,High school graduate,,
2019,IL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.4,36.5,40.4,3440,,,,
2019,NV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.4,34.9,48.2,362,35 - 44,,,
2019,CO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.7,34.6,51.2,190,,,,
2019,WI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,21.3,17.3,26,483,35 - 44,,,
2019,ID,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.7,38.4,51.2,676,,,,"$15,000 - $24,999"
2019,AL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,30.6,20.3,43.3,88,,,,
2019,NY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.7,34.2,43.5,692,18 - 24,,,
2019,VT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,32,30.2,34,5678,,,,
2019,US,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.7,39.9,41.5,52758,45 - 54,,,
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,HI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.4,39.7,49.2,709,,,,
2019,SD,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.5,33.9,43.3,1566,,,,"$75,000 or greater"
2019,TX,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.4,29.6,56.2,130,,,,
2019,RI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,45.3,37.7,53.2,341,,Less than high school,,
2019,MA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,29.2,27,31.4,2569,,,,"$75,000 or greater"
2019,ND,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,32.9,30,35.9,1891,,College graduate,,
2019,MI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.4,33.2,37.7,2961,,,,"$75,000 or greater"
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,47.5,44.5,50.5,1611,65 or older,,,
2019,DE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.8,35.4,46.3,536,45 - 54,,,
2019,ME,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.9,33.3,36.5,9720,,,,
2019,CA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.5,37.8,41.2,5173,,,Male,
2019,VT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.1,30.3,38.2,1341,,Some college or technical school,,
2019,DE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,NH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.1,29.7,38.9,883,,,,Data not reported
2019,IL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.7,32.5,36.9,2718,,,Female,
2019,KY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.7,35.5,52.2,576,,,,
2019,SC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.6,39.8,49.4,571,25 - 34,,,
2019,AZ,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44,36.9,51.4,634,,,,"Less than $15,000"
2019,MA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40,33.5,46.9,348,,,,"Less than $15,000"
2019,AR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,48.6,42.2,55.1,303,25 - 34,,,
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,49.1,44.9,53.3,747,45 - 54,,,
2019,GA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.6,42.8,50.3,1655,,High school graduate,,
2019,FL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.2,34.3,42.2,2431,,,,"$15,000 - $24,999"
2019,ME,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.2,20.3,62,54,,,,
2019,WI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,31.4,25.7,37.8,532,,,,"$15,000 - $24,999"
2019,ID,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44,36.7,51.6,316,18 - 24,,,
2019,AK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.9,34.5,43.4,1017,,,,"$75,000 or greater"
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.4,41.5,51.3,1155,,,Female,
2019,HI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.1,35.5,44.9,733,,,,Data not reported
2019,WY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,ME,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.6,33.6,43.9,643,25 - 34,,,
2019,US,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.5,39.3,41.7,30749,,,,"$25,000 - $34,999"
2019,NC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39,36.7,41.3,2464,,,,
2019,KS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.1,36.9,43.4,1328,,,,"$35,000 - $49,999"
2019,ID,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.2,30.6,40.1,873,,,,Data not reported
2019,WI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,19.4,17.3,21.7,2408,,,Female,
2019,DE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.8,30.4,45.9,360,,,,"$35,000 - $49,999"
2019,MA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,31.8,26.1,38.1,350,,Less than high school,,
2019,IA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.4,36.5,42.3,1462,,,,"$50,000 - $74,999"
2019,DC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,22,19.5,24.7,1710,,High school graduate,,
2019,IN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.6,40.2,43,7705,,,,
2019,MO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.2,40.5,43.9,6748,,,,
2019,RI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.2,31.3,49.8,177,,,,
2019,NE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36,32.2,40,1005,,,,
2019,MI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41,30.9,52,125,,,,
2019,NC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.9,34.9,47.1,299,18 - 24,,,
2019,MO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.1,42.6,49.6,1309,55 - 64,,,
2019,ID,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,MN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.9,32.2,37.7,1666,,,,"$35,000 - $49,999"
2019,SC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.9,35.6,46.4,610,,,,"Less than $15,000"
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,49.7,44.7,54.6,538,35 - 44,,,
2019,LA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46,42.4,49.6,1068,,Some college or technical school,,
2019,UT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.3,29.5,56.2,60,,,,
2019,MS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.3,34.8,46.1,511,,,,"$50,000 - $74,999"
2019,NE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41,37.3,44.7,1477,,,,"$25,000 - $34,999"
2019,PA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.3,36.6,46.1,682,,,,"$35,000 - $49,999"
2019,IN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.8,33.8,37.9,2979,65 or older,,,
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,29.3,21.9,38,465,65 or older,,,
2019,US,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.2,38.9,39.5,365134,,,,
2019,ND,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.2,37.8,48.7,418,25 - 34,,,
2019,SD,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,WI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,22.8,17.9,28.5,486,,,,Data not reported
2019,AK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,49.3,40.4,58.2,283,,,,
2019,CT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.9,33.1,42.9,575,,,,
2019,MS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.1,40.8,47.4,1334,,College graduate,,
2019,NV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,NM,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,MN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42,37.5,46.8,658,,,,"Less than $15,000"
2019,IA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.7,34.1,37.3,4793,,,Female,
2019,DC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,ND,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.2,33.3,39.1,2741,,,Female,
2019,MT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,45.9,38.7,53.3,273,,Less than high school,,
2019,OH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.4,38.5,42.3,7020,,,Female,
2019,WY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,22.9,18,28.7,543,,,,"$15,000 - $24,999"
2019,TN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.3,40.6,48.1,1137,55 - 64,,,
2019,CA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.9,34.7,41.1,1388,,,,"Less than $15,000"
2019,VT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.5,29.7,41.7,406,25 - 34,,,
2019,WI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.5,35.6,39.6,3923,,,,
2019,MO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,33.9,31.3,36.6,2206,,College graduate,,
2019,OH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40,36.2,44,1520,,,,"$50,000 - $74,999"
2019,LA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,50.7,47.3,54.1,1241,,High school graduate,,
2019,MD,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.6,33.4,39.9,1429,35 - 44,,,
2019,IL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.3,40.5,52.2,406,18 - 24,,,
2019,NV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.4,31.9,45.4,370,45 - 54,,,
2019,IA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,31.4,29.5,33.3,3078,65 or older,,,
2019,OK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.6,38.3,51,329,,,,
2019,NH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.2,30.6,38,1308,,Some college or technical school,,
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,53.3,51.7,55,5629,,,,
2019,UT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,29.3,27.8,31,4443,,College graduate,,
2019,WA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40,36.8,43.2,1217,25 - 34,,,
2019,MA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.9,29,43.4,236,,,,
2019,LA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,49.1,43.1,55,454,,,,"$35,000 - $49,999"
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.7,29.3,46.9,246,,,,"$25,000 - $34,999"
2019,CT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.9,35.1,47,507,,,,"$25,000 - $34,999"
2019,MI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.1,34.3,39.9,1918,55 - 64,,,
2019,NE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.3,39.1,45.7,1480,25 - 34,,,
2019,ND,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.8,39.8,54,258,18 - 24,,,
2019,US,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.6,39,44.3,5611,,,,
2019,ID,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,30.3,27,33.8,1639,,College graduate,,
2019,CA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.8,37.9,43.8,1615,25 - 34,,,
2019,MT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,33,30.7,35.4,2242,,College graduate,,
2019,AK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.4,40.2,48.6,1262,,,Male,
2019,WY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,19.7,15.1,25.3,610,,,,Data not reported
2019,NM,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.4,36.9,50.1,464,,,,
2019,GA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,48.1,41.8,54.5,574,,,,"$25,000 - $34,999"
2019,MT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.7,39.1,42.3,5114,,,,
2019,TX,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.3,25.5,44.3,224,,,,
2019,AL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.9,41.6,48.2,1552,,,,
2019,VT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,33.4,30,37,1363,55 - 64,,,
2019,AL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.1,44.5,47.8,6276,,,,
2019,VT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,25.8,11.8,47.5,58,,,,
2019,SD,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,31.3,27.7,35.2,2182,,College graduate,,
2019,OK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,VA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.3,35.2,45.7,583,,Less than high school,,
2019,SD,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.2,36.7,41.7,6142,,,,
2019,MA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,29.7,27.9,31.6,3553,,College graduate,,
2019,NM,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.8,37.5,46.2,980,,,,"$15,000 - $24,999"
2019,DC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36,30.5,41.9,385,55 - 64,,,
2019,CO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,45.8,31.1,61.3,58,,,,
2019,CO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35,33,37,3085,,,,"$75,000 or greater"
2019,IA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.5,39.3,41.7,8930,,,,
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,13.9,11.4,16.9,1081,,,,"$75,000 or greater"
2019,IL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,MN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42,35.3,49.2,239,,,,
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,31.8,26.9,37.2,894,,,,
2019,VA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,IN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39,37.1,41,4262,,,Female,
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,47,42,52.1,630,,,,"$25,000 - $34,999"
2019,TX,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.9,41.2,46.6,4560,,,Male,
2019,DE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,33.7,30.2,37.4,1328,,College graduate,,
2019,NH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.9,34,48.2,377,,,,"$25,000 - $34,999"
2019,WY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,KS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.1,32.3,36,3535,65 or older,,,
2019,NE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,IN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.5,36.2,42.9,1501,,,,Data not reported
2019,WI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.5,38.3,48.8,489,35 - 44,,,
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,53.1,47.5,58.7,408,18 - 24,,,
2019,PA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,CO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.6,34.8,46.7,393,,,,"Less than $15,000"
2019,NC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,OH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,49.6,44.1,55.1,564,18 - 24,,,
2019,OH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.1,34.1,38.1,5163,65 or older,,,
2019,HI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.5,34.3,42.9,909,,,,"$15,000 - $24,999"
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,29.8,21.9,39.1,263,,,,Data not reported
2019,FL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.7,35.4,44.2,1917,45 - 54,,,
2019,MS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,48.2,44,52.5,861,,,,"$75,000 or greater"
2019,VT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.4,33.6,39.3,2539,,,Male,
2019,ME,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41,38.2,43.9,2973,,High school graduate,,
2019,IN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,IN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.6,36.4,47,407,18 - 24,,,
2019,FL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37,22.1,54.8,122,,,,
2019,TX,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.6,37.2,46.2,1215,25 - 34,,,
2019,MS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,47.7,44.7,50.7,1854,,,Male,
2019,AR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,48.1,41.7,54.5,505,,,,"$25,000 - $34,999"
2019,NH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.7,33.8,37.7,5063,,,,
2019,OR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
